(0      , 1      )   (1      , -10    )   (-9     , 35     )   (26     , -40    )   (-14    , -25    )   (-39    , 38     )   (-1     , 65     )   (64     , 20     )   (84     , -70    )   (14     , -140   )   (-126   , -126   )   (-252   , 0      )   (-252   , 210    )   (-42    , 420    )   (378    , 510    )   (888    , 360    )   (1248   , -105   )   (1143   , -870   )   (273    , -1795  )   (-1522  , -2600  )   (-4122  , -2879  )   (-7001  , -2150  )   (-9151  , 55     )   (-9096  , 4060   )   (-5036  , 9880   )   

(0      , 1      )   (1      , -11    )   (-10    , 44     )   (34     , -66    )   (-32    , -11    )   (-43    , 77     )   (34     , 66     )   (100    , -44    )   (56     , -154   )   (-98    , -154   )   (-252   , 0      )   (-252   , 252    )   (0      , 462    )   (462    , 462    )   (924    , 132    )   (1056   , -528   )   (528    , -1353  )   (-825   , -2013  )   (-2838  , -2068  )   (-4906  , -1078  )   (-5984  , 1243   )   (-4741  , 4851   )   (110    , 9206   )   (9316   , 13156  )   (22472  , 14916  )   

(0      , 1      )   (1      , -12    )   (-11    , 54     )   (43     , -100   )   (-57    , 21     )   (-36    , 120    )   (84     , 32     )   (116    , -144   )   (-28    , -210   )   (-238   , -56    )   (-294   , 252    )   (-42    , 504    )   (462    , 462    )   (924    , 0      )   (924    , -792   )   (132    , -1584  )   (-1452  , -1881  )   (-3333  , -1188  )   (-4521  , 770    )   (-3751  , 3828   )   (77     , 7227   )   (7304   , 9592   )   (16896  , 9096   )   (25992  , 3840   )   (29832  , -7556  )   

(0      , 1      )   (1      , -13    )   (-12    , 65     )   (53     , -143   )   (-90    , 78     )   (-12    , 156    )   (144    , -52    )   (92     , -260   )   (-168   , -182   )   (-350   , 182    )   (-168   , 546    )   (378    , 546    )   (924    , 0      )   (924    , -924   )   (0      , -1716  )   (-1716  , -1716  )   (-3432  , -429   )   (-3861  , 2145   )   (-1716  , 5291   )   (3575   , 7579   )   (11154  , 7150   )   (18304  , 2288   )   (20592  , -7800  )   (12792  , -22152 )   (-9360  , -37388 )   

(0      , 1      )   (1      , -14    )   (-13    , 77     )   (64     , -196   )   (-132   , 168    )   (36     , 168    )   (204    , -196   )   (8      , -352   )   (-344   , -14    )   (-358   , 532    )   (174    , 714    )   (888    , 168    )   (1056   , -924   )   (132    , -1848  )   (-1716  , -1716  )   (-3432  , 0      )   (-3432  , 3003   )   (-429   , 6006   )   (5577   , 7007   )   (12584  , 4004   )   (16588  , -4004  )   (12584  , -16016 )   (-3432  , -28392 )   (-31824 , -34944 )   (-66768 , -28028 )   

(0      , 1      )   (1      , -15    )   (-14    , 90     )   (76     , -260   )   (-184   , 300    )   (116    , 132    )   (248    , -400   )   (-152   , -360   )   (-512   , 330    )   (-182   , 890    )   (708    , 540    )   (1248   , -720   )   (528    , -1980  )   (-1452  , -1980  )   (-3432  , 0      )   (-3432  , 3432   )   (0      , 6435   )   (6435   , 6435   )   (12870  , 1430   )   (14300  , -8580  )   (5720   , -20592 )   (-14872 , -28600 )   (-43472 , -24960 )   (-68432 , -3120  )   (-71552 , 38740  )   

(0      , 1      )   (1      , -16    )   (-15    , 104    )   (89     , -336   )   (-247   , 484    )   (237    , 16     )   (253    , -648   )   (-395   , -208   )   (-603   , 842    )   (239    , 1072   )   (1311   , -168   )   (1143   , -1968  )   (-825   , -2508  )   (-3333  , -528   )   (-3861  , 3432   )   (-429   , 6864   )   (6435   , 6435   )   (12870  , 0      )   (12870  , -11440 )   (1430   , -22880 )   (-21450 , -26312 )   (-47762 , -13728 )   (-61490 , 18512  )   (-42978 , 65312  )   (22334  , 110292 )   

(0      , 1      )   (1      , -17    )   (-16    , 119    )   (103    , -425   )   (-322   , 731    )   (409    , -221   )   (188    , -901   )   (-713   , 187    )   (-526   , 1445   )   (919    , 833    )   (1752   , -1479  )   (273    , -3111  )   (-2838  , -1683  )   (-4521  , 2805   )   (-1716  , 7293   )   (5577   , 7293   )   (12870  , 0      )   (12870  , -12870 )   (0      , -24310 )   (-24310 , -24310 )   (-48620 , -4862  )   (-53482 , 34034  )   (-19448 , 80002  )   (60554  , 108290 )   (168844 , 87958  )   

(0      , 1      )   (1      , -18    )   (-17    , 135    )   (118    , -528   )   (-410   , 1053   )   (643    , -630   )   (13     , -1089  )   (-1076  , 900    )   (-176   , 1971   )   (1795   , -86    )   (1709   , -3231  )   (-1522  , -3384  )   (-4906  , 1155   )   (-3751  , 7326   )   (3575   , 9009   )   (12584  , 1716   )   (14300  , -12870 )   (1430   , -25740 )   (-24310 , -24310 )   (-48620 , 0      )   (-48620 , 43758  )   (-4862  , 87516  )   (82654  , 99450  )   (182104 , 47736  )   (229840 , -80886 )   

(0      , 1      )   (1      , -19    )   (-18    , 152    )   (134    , -646   )   (-512   , 1463   )   (951    , -1273  )   (-322   , -1102  )   (-1424  , 1976   )   (552    , 2147   )   (2699   , -1881  )   (818    , -4940  )   (-4122  , -1862  )   (-5984  , 6061   )   (77     , 11077  )   (11154  , 5434   )   (16588  , -10868 )   (5720   , -27170 )   (-21450 , -27170 )   (-48620 , 0      )   (-48620 , 48620  )   (0      , 92378  )   (92378  , 92378  )   (184756 , 16796  )   (201552 , -134368)   (67184  , -310726)   

(0      , 1      )   (1      , -20    )   (-19    , 170    )   (151    , -780   )   (-629   , 1975   )   (1346   , -2224  )   (-878   , -780   )   (-1658  , 3400   )   (1742   , 1595   )   (3337   , -4580  )   (-1243  , -5758  )   (-7001  , 2260   )   (-4741  , 12045  )   (7304   , 11000  )   (18304  , -5720  )   (12584  , -27456 )   (-14872 , -32890 )   (-47762 , -5720  )   (-53482 , 48620  )   (-4862  , 97240  )   (92378  , 92378  )   (184756 , 0      )   (184756 , -167960)   (16796  , -335920)   (-319124, -377910)   

(0      , 1      )   (1      , -21    )   (-20    , 189    )   (169    , -931   )   (-762   , 2604   )   (1842   , -3570  )   (-1728  , 98     )   (-1630  , 5058   )   (3428   , -147   )   (3281   , -7917  )   (-4636  , -4515  )   (-9151  , 9261   )   (110    , 16786  )   (16896  , 3696   )   (20592  , -24024 )   (-3432  , -40040 )   (-43472 , -18018 )   (-61490 , 42042  )   (-19448 , 102102 )   (82654  , 102102 )   (184756 , 0      )   (184756 , -184756)   (0      , -352716)   (-352716, -352716)   (-705432, -58786 )   

(0      , 1      )   (1      , -22    )   (-21    , 209    )   (188    , -1100  )   (-912   , 3366   )   (2454   , -5412  )   (-2958  , 1826   )   (-1132  , 6688   )   (5556   , -3575  )   (1981   , -11198 )   (-9217  , 121    )   (-9096  , 18412  )   (9316   , 16676  )   (25992  , -13200 )   (12792  , -44616 )   (-31824 , -36608 )   (-68432 , 25454  )   (-42978 , 103532 )   (60554  , 121550 )   (182104 , 19448  )   (201552 , -184756)   (16796  , -369512)   (-352716, -352716)   (-705432, 0      )   (-705432, 646646 )   

(0      , 1      )   (1      , -23    )   (-22    , 230    )   (208    , -1288  )   (-1080  , 4278   )   (3198   , -7866  )   (-4668  , 4784   )   (116    , 7820   )   (7936   , -9131  )   (-1195  , -13179 )   (-14374 , 9338   )   (-5036  , 27508  )   (22472  , 7360   )   (29832  , -39192 )   (-9360  , -57408 )   (-66768 , -4784  )   (-71552 , 93886  )   (22334  , 146510 )   (168844 , 60996  )   (229840 , -162656)   (67184  , -386308)   (-319124, -386308)   (-705432, 0      )   (-705432, 705432 )   (0      , 1352078)   

(0      , 1      )   (1      , -24    )   (-23    , 252    )   (229    , -1496  )   (-1267  , 5358   )   (4091   , -11064 )   (-6973  , 9452   )   (2479   , 7704   )   (10183  , -17067 )   (-6884  , -11984 )   (-18868 , 23712  )   (4844   , 32544  )   (37388  , -15112 )   (22276  , -69024 )   (-46748 , -48048 )   (-94796 , 61984  )   (-32812 , 165438 )   (132626 , 124176 )   (256802 , -107848)   (148954 , -392496)   (-243542, -453492)   (-697034, -67184 )   (-764218, 705432 )   (-58786 , 1410864)   (1352078, 1352078)   

